frame,y,x,area,mean_intensity,zone
1075,561.2309791879904,535.6151484135107,5862.0,0.006013075,2
1085,317.6862631388184,78.33135193910837,13795.0,0.0067112423,10
1086,252.2394567548249,88.52823445318084,4197.0,0.006304625,10
1091,52.5021186440678,296.7791313559322,13216.0,0.006183771,4
1091,519.7117879300621,61.20107163000564,3546.0,0.0058150953,6
1092,477.5106351695746,77.59990688100372,40808.0,0.008016065,6
1093,495.31446101661095,64.5672170399561,20047.0,0.006425315,6
1106,668.6428571428571,150.28215472235405,4214.0,0.0061290534,6
1112,491.6464830789648,77.38702720637028,6028.0,0.0058293673,6
1119,277.1399713979264,495.07686807293527,11188.0,0.0061407224,3
1167,498.4685558875869,70.18228519625289,29783.0,0.0072243703,6
1168,516.784462014438,69.3921164203048,8727.0,0.0061648698,6
1180,337.5367847411444,81.0716621253406,3670.0,0.0061958875,10
1183,452.7718055216223,45.01197165892988,4093.0,0.0060235285,6
1183,553.9998122418325,63.58899737138565,5326.0,0.0057182964,6
1192,630.9321846697592,129.77085634342097,13581.0,0.0059590964,6
1193,579.560030686613,119.82604526275412,5214.0,0.00578664,6
