frame,joint_label,centroid_y,centroid_x,area
212,0,687.9722772277228,725.8823037233301,35855
213,0,698.1985497309314,745.9642834881257,48129
214,0,695.3297804777026,748.9915228496479,36215
215,0,679.1384325343388,743.4623956369512,29704
216,0,687.1582271647592,706.0986827898942,18524
217,0,668.9604694835681,705.1178403755869,10650
219,1,593.3444897959183,693.8302040816327,6125
301,2,887.4679031541538,411.71630069175603,63028
302,2,886.061453322823,412.9826418493911,62161
303,2,886.5309539979269,408.94316760195875,55954
304,2,892.0794480497907,401.0357040023035,45149
305,2,888.4254254024387,414.49647507290973,43547
306,2,882.5137780066958,410.219017369159,34947
307,2,900.7895245250617,399.589817895603,27951
308,2,912.2278229343314,390.2291094088065,17101
309,2,913.4273125342091,407.8185550082102,18270
310,2,942.2070695008359,381.9989252448054,8374
390,3,720.8601640604973,383.2028966931556,7802
391,3,742.8402393758049,395.60904476933564,13201
393,4,705.5771217712177,399.0091020910209,4065
395,5,701.1622733221163,360.85100018695084,5349
1114,6,500.19934792734045,270.07110697096726,6441
1115,6,539.7790892875879,275.9014269226734,19062
1116,6,537.3945845306998,268.248957785243,24707
1117,6,568.6497977379674,254.14372987699167,12113
1118,6,534.2672990661079,265.66946098977866,13599
1119,6,476.5541363725683,291.9141285124779,10178
