frame,joint_label,centroid_y,centroid_x,area
908,88,469.03080527291166,75.59970628343649,28599
909,89,101.90185348631951,296.7881729920565,5665
909,88,460.08244332021735,76.97064518143776,16011
910,88,425.76654938754234,107.24172530622883,15348
921,90,553.2939166529569,524.565914526886,79019
922,90,530.914866452173,528.933123946683,39162
923,90,455.7318339100346,534.7013026663952,9826
944,91,967.4410805775501,153.11807172799254,4294
953,92,84.37287559483345,166.48147518694765,5884
958,93,956.4585039448717,398.65957588468325,30039
959,93,974.3749543629061,374.122307411464,5478
972,94,953.9451636669825,381.85817282391326,19002
973,94,958.0948331193838,369.38879974326056,6232
1005,95,398.4983698183512,189.88216115510014,6441
1025,96,642.2550600684943,523.6827151321869,55187
1026,96,619.2481808634335,524.4395277746521,106644
1027,96,615.7494977279775,524.8446125426426,74163
1028,96,635.3361259771918,522.7006640701617,35689
1029,96,597.9939692759057,531.1120981215109,24541
1030,96,501.2257493857494,566.892972972973,10175
1071,97,603.026930093065,139.4256562471014,32343
1072,97,583.3783242689367,135.3507212106881,63435
1073,97,568.5580209895053,129.34148639965733,23345
1076,98,530.034141514102,531.8055848374674,46483
1077,98,513.8643052480792,540.5238702956115,38395
1078,98,534.8727461408743,540.6814545769015,23127
1079,98,514.1612758310871,541.383423180593,13356
1086,99,326.2038068285558,87.59142778893555,21908
1087,99,289.71240616676084,79.3030914520946,12389
1090,100,112.20062755179192,399.29997731740514,26452
1091,100,83.67015352589124,396.11543065313555,19215
1092,100,84.26652932622395,334.26485700436257,41260
1092,101,516.4091629556948,61.46033662917956,13249
1093,100,78.83348092391705,343.36318352889083,27102
1093,101,483.66587719722236,110.25999323311905,62067
1094,100,52.43940696175333,394.30027932960894,9308
1094,101,491.1391207735271,74.45781034172121,33302
1096,102,971.3343570843571,158.65806715806715,4884
1107,103,580.6671109050875,154.5797021671109,34516
1113,104,518.5612855007474,85.08537764881737,22746
1114,104,515.1230105206366,82.08140005395198,14828
1119,105,414.3864339372514,511.0797613787008,4526
1120,105,362.19333963104117,474.5316676981878,92097
1121,105,343.9142460564174,477.8418807744025,69163
1122,105,301.06087342052757,474.7362003990246,22555
1123,105,362.49362041467305,536.5138755980861,6270
1153,106,977.0811444652908,140.2938555347092,4264
1167,107,519.8354327509143,81.92320195042666,7383
1168,107,486.13986293166545,78.60966575731364,45087
1169,107,506.8282042610754,84.13034982903092,26613
1180,108,288.62578649888025,97.14279620347659,9377
1181,108,300.3970311791016,74.6238413171712,15427
1184,109,480.8368189864289,80.55418606175834,30506
1185,109,469.47541388682976,61.43019520632567,4047
1193,110,588.0787323478014,144.48330420818968,42346
1194,110,608.8530541765595,140.80513706022015,23165
