frame,joint_label,centroid_y,centroid_x,area
16,1,496.59478178368124,84.13837760910816,42160
17,1,498.9047320308299,79.327590069905,44632
18,1,478.46031006438494,65.36940867502541,23608
19,1,526.0951398441082,93.646492434663,4362
24,2,999.1424483306836,87.4516693163752,6290
27,3,47.81774304757527,50.19581705355091,4351
41,4,861.0372489260118,160.76103893402123,96137
42,4,867.5507690383894,161.0277354007753,79970
43,4,879.9017787939854,170.48151449387692,51608
44,4,852.4183120273074,183.99712201325212,14941
46,5,411.5157153179191,111.95118316473989,22144
77,6,571.842641261498,36.732260183968464,6088
78,6,578.2655038079529,69.25585231460359,28493
79,6,578.9339685948195,24.424506777613743,7451
84,7,642.9211187263207,43.158699076241966,23491
85,7,561.0067733990148,28.725985221674875,4872
86,7,611.0096199444482,36.31664521373891,14761
87,7,552.611192104968,31.571268363799483,8917
113,8,618.8988536749831,45.43564846032817,22245
114,8,609.3506728258686,38.90975430139921,14937
115,8,624.3157547791694,23.324104592397276,4551
144,9,643.0145521741641,513.1601432118728,86585
145,9,618.0220658605955,521.974025098737,74187
146,9,615.0508322637165,521.0886661369517,49083
146,10,108.78018829308228,156.01043798608268,4886
147,9,622.289591428235,536.671317555634,16986
147,10,69.19130191581597,122.20759334358831,14302
150,11,979.9654398936613,147.37401345850296,12037
151,11,971.0260287555776,150.87043463890265,24204
159,12,470.23159776825145,82.46026582796578,46421
160,12,464.49893756129455,74.39340198321892,36708
161,12,456.5943064737061,78.0625930558037,16791
177,13,553.6275776680376,134.18079610628033,70267
178,13,565.5856464316493,127.5472573501413,99794
179,13,532.9152943199897,129.58001891903513,46514
179,14,76.9609381736656,99.11761662498922,11597
180,13,515.1232748084776,106.2868661877366,67094
181,13,511.06481861626133,101.40349465455799,60893
182,13,493.3261047463175,72.8496902034136,34216
187,15,376.9554291133239,26.451872925557137,4218
190,16,899.9332018230052,42.1882184885382,14701
191,16,891.8484758364312,33.509442379182154,6725
200,17,962.2953874970733,98.06176539452119,21355
201,17,933.054889131225,115.12028353326063,27510
201,18,553.7718512730075,519.3029029430711,94697
202,17,967.6437945791727,119.16640513552069,14020
202,18,544.9865537923092,520.3918694566177,66859
203,18,555.0225240946065,534.6417085022417,37249
204,18,484.4721061239324,521.8597128838816,5503
204,19,100.24159487687733,53.74567355340398,13117
205,19,79.4632904093792,56.57899288871805,10406
206,19,84.81588733768213,250.8927635188685,16403
207,19,63.60379918588874,293.2872003618272,26532
208,19,43.83882783882784,291.33124018838305,7644
209,19,109.99055737704919,290.39462295081967,7625
210,20,525.3787677725119,63.70364928909952,21100
211,20,495.83575719908845,67.52202195980941,24135
212,20,494.7059325931279,53.915051573484,15221
213,20,449.60502035278154,87.29063772048846,14740
222,21,921.1077434493548,21.62143136488072,5114
229,22,75.54897060573605,101.7553254789956,8403
231,23,582.1816378993757,195.93213367609255,40845
232,23,558.8164082141636,215.48694664011745,99438
233,23,545.4909504675888,235.3624079934573,28123
234,23,567.7238233329532,227.43301673156188,61381
235,23,564.9770272216621,205.93565461616015,27772
236,23,554.4363850016024,193.37848520457217,9361
237,23,566.0944590864433,198.637399996881,64123
238,23,569.6705617977528,187.58344569288388,13350
240,24,565.431324347998,210.9609222683733,35391
241,24,587.360775151182,180.42021715228148,14552
241,25,55.987917023096664,282.82976903336186,9352
242,25,56.452998126171146,290.78404122423484,12808
243,26,903.2736186770428,29.210272373540857,6425
261,27,64.4987951807229,300.9606848446417,7885
269,28,520.3023587258605,65.29330862965867,28066
270,28,480.7893633159327,77.72511488868068,44826
271,28,501.1004226933492,62.190707350901526,30282
272,28,478.6138069321111,71.10873675164709,17455
273,28,416.04867021276596,98.97941489361702,18800
279,29,889.8277995202626,163.11071834364347,55447
280,29,862.7884744336485,165.62738472461444,76057
281,29,877.6926213592233,165.14995586937334,56650
282,29,898.4942658394435,191.230870464373,10638
284,30,58.929193679092386,294.90002025931926,9872
284,31,166.36137148495314,329.22619634928463,4054
285,30,43.770265003897116,316.3647700701481,15396
305,32,66.39077909270218,252.75049309664695,4056
322,33,622.9124667715511,141.1591439266533,36866
323,33,571.9323209844221,130.04441026312344,61112
324,33,596.7985102595334,149.9539960648365,21346
325,33,566.2180419871129,85.70442735398046,4811
326,34,87.27075897466152,318.8351671042152,33901
327,34,73.29235681500698,291.53681899820396,5011
348,35,954.3800987080854,172.12556249092756,13778
349,36,583.8830973952435,140.5097678369196,35320
350,36,586.452755548845,140.1846293220595,33115
356,37,277.71271975180974,38.88738366080662,9670
357,37,164.11111111111111,24.89606458123108,8919
358,37,59.988172212584765,68.31540766440625,6341
358,38,62.643367686170215,271.8344414893617,12032
359,38,63.47694989106754,263.0482788671024,11475
375,39,375.5410438617986,24.777995589316344,4081
376,40,972.572940287226,151.95978835978835,6615
377,41,857.921052631579,322.7415654520918,4446
378,42,59.74270072992701,62.46350364963504,7124
378,43,61.55263373474236,274.53862537888097,12207
379,43,49.05150480918399,306.3107870514014,9669
380,43,29.808465358240717,289.1983920548593,4229
404,44,644.8713017751479,176.94372123602892,30420
405,44,627.5309530274233,192.2664738194198,95758
405,45,56.76782515227517,345.9037083482623,11164
405,46,108.58444068615607,258.29572360473543,4139
405,47,875.278696358597,396.37341106757145,10463
406,44,592.8583272961442,186.55318763583676,49692
407,44,580.5982606594999,199.35402826428313,16558
419,48,578.4145640249669,47.196784565916396,26435
420,48,555.1431288081654,48.330965964217796,25767
421,48,573.2922249722625,44.12981138516685,11717
427,49,605.2572110171329,20.552374756018217,4611
428,49,576.685518782293,32.91879625750593,14322
431,50,78.91024314536989,238.18675633729953,7732
434,51,462.677209047702,78.11727673128127,40187
435,51,464.1366989139701,73.02831832165758,26979
437,52,744.3630161622943,94.82035633782553,83404
438,52,772.375987324961,82.93007758801463,42919
439,52,806.1746577814131,81.60038010922126,41567
440,52,785.217548883619,83.88871985323728,44698
441,52,772.3409424596239,87.4482276445501,57212
442,52,789.0894240053599,83.57851695666739,50747
443,52,786.4668510324484,92.62763643067846,54240
444,52,801.9419949356515,81.80507479050826,38307
445,52,810.2867969130223,68.46287283598693,28766
446,52,782.8926745767482,71.39673122918914,42646
446,53,37.7267131719327,53.96532622076323,4874
447,52,782.65935975406,80.25135333823431,44889
448,52,778.9324142869931,84.78786590278399,44684
449,52,782.4074875207987,71.31744711195627,42070
450,52,771.0670689022968,80.64245474849162,29999
451,52,784.1329987452948,87.75927585588815,27895
452,52,792.9734300572477,71.7181313638946,22883
453,52,784.2693153789747,67.41817212185855,15001
467,54,573.5176859208999,133.8083563967503,56005
468,54,583.8025027203482,128.57438209233638,25732
469,55,42.02740937223696,59.66828765104627,6786
486,56,789.7544483985765,58.541335888310975,14612
487,56,786.2619994514537,76.99353172426403,43752
488,56,793.3346313603323,73.409570785739,11556
491,57,563.858797653959,87.15381231671554,6820
492,57,486.60626569365974,92.70238935969869,50976
493,57,476.9601763373067,76.1534577874101,40604
494,57,491.3407798202951,65.9201632182013,24262
494,58,78.61989509179467,53.36680404645935,5338
507,59,826.5500086820629,499.7690571279736,11518
509,60,669.1803298767045,518.2397185705343,73482
510,60,625.2347456559339,519.474771771875,87303
511,60,620.1822931283867,527.873102912286,46321
511,61,105.9961473633518,233.6674692993017,4153
512,60,619.8874292185731,535.4289920724801,17660
514,62,27.02627706537734,60.62854740382594,4757
519,63,523.3272266211251,538.1010712622264,19323
520,63,554.3328700486448,536.6254343293954,5756
524,64,712.7315238678826,485.38014394021315,83229
525,64,701.6319123020706,491.8046488022737,49260
526,64,726.8239540910773,482.7384919165741,16206
549,65,475.97774168321,85.46578034450259,49869
550,65,498.2844536188879,79.2275319313637,38755
551,65,497.8394711560456,70.7527791756256,21859
551,66,76.90116440255059,457.6217077904075,7214
552,66,56.65843137254902,448.721568627451,7650
556,67,887.4612222014576,33.90599887871426,5351
573,68,59.37059817505914,298.3925650557621,14795
588,69,895.3295297508588,162.57047814585226,50654
589,69,853.2667604313174,157.7258070049055,87453
590,69,879.8123900647531,161.71607229148546,51735
591,69,880.2668976763147,177.94769669792092,24530
601,70,535.5026409866281,521.669845746589,80841
602,70,530.0823618050599,526.6068681100801,50436
603,70,539.7750849027477,539.1608521148503,19434
604,70,526.0892438764644,530.2191693290735,4695
607,71,63.55933971526755,290.47355179185075,16296
608,71,72.51517911353977,313.3219489981785,6588
621,72,489.53643291663883,188.89818838157632,29918
622,72,597.4392546447488,176.6905376108016,72878
623,72,612.6646163459379,169.16445524930924,102423
624,72,584.7091125648866,200.4330157149968,56252
625,72,571.4881044056256,183.82024885502372,24673
641,73,545.1397953449471,526.438636155726,76519
